股票代號     公司簡稱     開盤         最高         最低         昨收         漲停價       跌停價       當盤成交價   當盤成交量   累積成交量  
6176         瑞儀         70.8000      75.8000      70.5000      75.0000      82.5000      67.5000      74.8000      206          2774        
6209         今國光       15.2000      15.8000      14.5000      15.2000      16.7000      13.7000      15.4500      20           758         
6225         天瀚         1.8800       1.8800       1.6800       1.8100       1.9900       1.6300       1.6800       1            2           
6226         光鼎         6.0400       6.1500       5.8800       6.1700       6.7800       5.5600       5.9000       183          643         
6278         台表科       53.4000      59.0000      51.7000      57.3000      63.0000      51.6000      57.5000      213          5982        
6289         華上         1.4500       1.5000       1.4500       1.4500       1.5900       1.3100       1.5000       2            9           
6405         悅城         10.0000      10.0000      9.6800       10.0500      11.0500      9.0500       -            -            47          
6431         光麗-KY      18.0000      18.5000      17.5500      19.5000      21.4500      17.5500      -            -            167         
6443         元晶         4.2700       4.3300       4.2000       4.4500       4.8900       4.0100       4.2000       5            1299        
6456         GIS-KY       66.5000      70.2000      65.0000      69.7000      76.6000      62.8000      68.6000      49           2633        
6477         安集         16.0500      16.3500      15.6500      16.4000      18.0000      14.8000      16.3000      1            241         
6668         中揚光       43.0000      43.6500      42.0000      46.6000      51.2000      41.9500      42.1000      24           670         
6706         惠特         59.3000      61.0000      58.5000      65.0000      71.5000      58.5000      58.8000      28           896         
8104         錸寶         25.8500      26.9000      25.0000      26.8000      29.4500      24.1500      26.7000      1            112         
8105         凌巨         7.3100       7.4200       7.0500       7.8100       8.5900       7.0300       7.1100       46           1649        
8215         明基材       12.3000      13.1000      12.1000      12.6500      13.9000      11.4000      12.9500      82           2258        
2314         台揚         13.0000      13.6500      12.5000      13.2000      14.5000      11.9000      13.1500      10           1098        
2321         東訊         1.2100       1.2100       1.2100       1.2100       1.3300       1.0900       1.2100       5            5           
2332         友訊         8.7000       9.5600       8.6200       8.8800       9.7600       8.0000       9.4800       141          6167        
2345         智邦         139.5000     142.0000     137.0000     152.0000     167.0000     137.0000     137.0000     142          9150        
2412         中華電       105.0000     106.0000     104.5000     106.5000     117.0000     95.9000      105.5000     2639         14868       
2419         仲琦         15.1500      15.3500      14.8500      15.7000      17.2500      14.1500      15.2000      17           460         
2439         美律         117.5000     117.5000     114.0000     121.5000     133.5000     109.5000     115.0000     124          2266        
2444         兆勁         12.6000      13.2500      12.6000      13.3000      14.6000      12.0000      13.1500      129          664         
2450         神腦         26.1500      26.3000      25.6000      26.3000      28.9000      23.7000      26.0000      7            256         
2455         全新         65.3000      70.3000      63.1000      67.3000      74.0000      60.6000      68.1000      138          3866        
2485         兆赫         11.0000      11.8000      10.9500      12.0000      13.2000      10.8000      11.5000      15           668         
2498         宏達電       28.2500      28.3000      26.7000      29.4500      32.3500      26.5500      27.7000      321          7483        
3025         星通         12.5500      12.9000      12.4500      13.5500      14.9000      12.2000      12.9000      4            183         
3027         盛達         5.1600       5.1600       4.9300       5.2700       5.7900       4.7500       5.0600       3            146         
3045         台灣大       98.3000      99.3000      98.0000      99.9000      109.5000     90.0000      98.0000      1639         6905        
3047         訊舟         5.7000       5.9300       5.4500       5.7900       6.3600       5.2200       5.8200       12           546         
3062         建漢         10.6500      11.3500      10.6000      11.2000      12.3000      10.1000      11.2000      17           835         
3311         閎暉         18.1500      18.1500      17.1500      18.8000      20.6500      16.9500      17.4500      5            141         
3380         明泰         15.0000      15.0000      14.5000      15.4000      16.9000      13.9000      14.5000      150          2938        
3419         譁裕         8.6900       9.2800       8.6900       9.6100       10.5500      8.6500       9.1300       4            212         
3596         智易         59.0000      62.7000      59.0000      61.9000      68.0000      55.8000      61.8000      50           2311        
3682         亞太電       5.3000       5.3000       5.1100       5.4300       5.9700       4.8900       5.1500       130          3800        
3694         海華         11.0000      11.0500      10.8000      11.2500      12.3500      10.1500      -            -            84          
3704         合勤控       11.4000      11.8500      11.2500      12.0000      13.2000      10.8000      11.7000      69           1361        
4904         遠傳         60.5000      61.8000      59.7000      62.0000      68.2000      55.8000      59.7000      1365         5796        
4906         正文         15.4000      16.2500      15.4000      16.2500      17.8500      14.6500      16.0000      69           1545        
4977         眾達-KY      68.5000      72.8000      67.2000      74.5000      81.9000      67.1000      71.5000      102          1404        
5388         中磊         59.1000      59.8000      58.0000      60.6000      66.6000      54.6000      58.8000      29           854         
6136         富爾特       15.0000      15.0000      14.0000      15.0500      16.5500      13.5500      -            -            144         
6142         友勁         4.0500       4.6800       4.0500       4.2600       4.6800       3.8400       -            -            482         
6152         百一         4.4300       4.4300       4.2000       4.3400       4.7700       3.9100       -            -            60          
6216         居易         21.0000      22.0500      21.0000      22.1000      24.3000      19.9000      21.9000      3            80          
6285         啟碁         47.0000      47.6000      46.0000      49.0500      53.9000      44.1500      46.1000      74           1985        
6416         瑞祺電通     105.0000     111.5000     103.5000     111.0000     122.0000     99.9000      106.5000     93           2590        
6442         光聖         32.1000      33.0000      31.8500      33.9500      37.3000      30.6000      31.9000      1            10          
6674         鋐寶科技     16.1000      16.4000      15.5000      16.6000      18.2500      14.9500      -            -            58          
8011         台通         10.5000      10.5000      10.0500      10.7000      11.7500      9.6300       10.0500      31           307         
8101         華冠         3.8200       4.0500       3.5000       3.8300       4.2100       3.4500       3.9500       20           523         
1471         首利         1.4600       1.6400       1.4600       1.5900       1.7400       1.4400       -            -            13          
1582         信錦         63.0000      63.5000      61.7000      64.8000      71.2000      58.4000      62.0000      34           509         
2059         川湖         298.0000     298.0000     285.5000     298.0000     327.5000     268.5000     285.5000     19           200         
2308         台達電       112.0000     117.0000     108.5000     117.5000     129.0000     106.0000     112.5000     841          8543        
2313         華通         24.5000      25.2500      23.5000      25.8500      28.4000      23.3000      24.5000      839          17745       
2316         楠梓電       21.8000      22.3000      21.1000      23.1000      25.4000      20.8000      21.7000      37           1923        
2327         國巨         241.0000     254.5000     232.0000     252.0000     277.0000     227.0000     252.0000     982          17707       
2328         廣宇         15.2000      15.5500      15.0500      15.8500      17.4000      14.3000      15.2500      60           1231        
2355         敬鵬         19.5000      19.5000      18.7000      20.6000      22.6500      18.5500      19.0000      48           1500        
2367         燿華         16.3500      16.7000      15.6500      16.9000      18.5500      15.2500      16.7000      387          8092        
2368         金像電       16.7000      17.8000      16.2500      18.0000      19.8000      16.2000      17.7500      1293         33973       
2375         凱美         25.3000      26.0000      24.3500      27.0000      29.7000      24.3000      24.7500      87           2299        
2383         台光電       94.1000      96.8000      92.1000      97.5000      107.0000     87.8000      92.6000      168          4391        
2385         群光         69.5000      70.5000      67.8000      72.0000      79.2000      64.8000      68.2000      579          2671        
2392         正崴         24.7500      25.4000      24.1000      25.7000      28.2500      23.1500      25.0000      45           1667        
2402         毅嘉         9.1600       9.4500       9.0800       9.9500       10.9000      8.9600       9.2000       25           1862        
2413         環科         8.5000       8.6300       8.4300       8.8100       9.6900       7.9300       8.4800       6            144         
2415         錩新         10.4000      10.8000      10.3500      11.1500      12.2500      10.0500      10.6500      6            110         
2420         新巨         27.4500      27.4500      26.2000      27.6000      30.3500      24.8500      26.9000      6            289         
2421         建準         28.8000      28.9000      27.6000      29.3000      32.2000      26.4000      27.6500      98           2815        
2428         興勤         61.2000      63.8000      60.0000      64.8000      71.2000      58.4000      62.6000      14           289         
