股票代號    公司簡稱    開盤        最高        最低        昨收        漲停價      跌停價      當盤成交價  當盤成交量  累積成交量  
2458        義隆        76.3000     79.7000     76.2000     73.5000     80.8000     66.2000     77.1000     185         10414       
2481        強茂        18.0000     18.2500     17.8000     16.6000     18.2500     14.9500     18.2500     15          3882        
3006        晶豪科      26.3000     27.3500     26.3000     25.4500     27.9500     22.9500     26.8000     108         2697        
3014        聯陽        39.0500     39.9000     38.5000     38.1500     41.9500     34.3500     38.6500     90          3561        
3016        嘉晶        47.6000     48.9500     47.0000     45.8000     50.3000     41.2500     47.7000     203         7857        
3034        聯詠        166.5000    171.5000    165.0000    161.5000    177.5000    145.5000    169.0000    264         7649        
3035        智原        35.6000     37.2000     35.6000     34.1000     37.5000     30.7000     36.4000     78          4259        
3041        揚智        12.5000     12.6500     12.3000     11.9500     13.1000     10.8000     12.4000     68          2193        
3054        立萬利      23.5500     23.6000     22.9500     22.8000     25.0500     20.5500     -           -           21          
3094        聯傑        15.3000     15.6500     15.1000     14.9000     16.3500     13.4500     15.4000     12          484         
3189        景碩        35.9500     37.1000     35.3000     33.8500     37.2000     30.5000     35.6000     46          4613        
3257        虹冠電      46.6500     48.0000     46.6500     46.4500     51.0000     41.8500     47.1000     2           47          
3413        京鼎        108.0000    112.0000    106.5000    102.0000    112.0000    91.8000     112.0000    103         4463        
3443        創意        176.0000    182.5000    174.5000    168.0000    184.5000    151.5000    179.0000    94          1930        
3530        晶相光      70.4000     72.2000     69.7000     65.7000     72.2000     59.2000     72.2000     50          3176        
3532        台勝科      141.0000    142.0000    131.0000    135.0000    148.5000    121.5000    132.0000    172         4507        
3536        誠創        2.8500      2.9900      2.6000      2.8500      3.1300      2.5700      -           -           22          
3545        敦泰        27.0000     27.5000     26.7000     26.3000     28.9000     23.7000     26.7000     184         6838        
3583        辛耘        38.5000     39.4500     38.5000     36.9000     40.5500     33.2500     39.1500     4           401         
3588        通嘉        24.1000     24.4000     23.8000     23.6000     25.9500     21.2500     24.0500     10          171         
3661        世芯-KY     189.5000    193.5000    188.5000    176.0000    193.5000    158.5000    192.5000    167         7282        
3686        達能        2.7900      2.9100      2.7200      2.7000      2.9700      2.4300      2.9000      20          521         
3711        日月光投控  56.9000     59.7000     56.5000     54.3000     59.7000     48.9000     58.9000     629         16180       
4919        新唐        31.6500     31.6500     30.5500     29.8000     32.7500     26.8500     30.6000     51          1688        
4952        凌通        25.7000     26.4000     25.7000     25.0000     27.5000     22.5000     25.8000     12          365         
4961        天鈺        22.9000     23.4000     22.6000     21.9500     24.1000     19.8000     22.9000     12          984         
4967        十銓        28.7500     28.7500     28.7500     26.1500     28.7500     23.5500     28.7500     1           362         
4968        立積        119.0000    119.5000    116.5000    109.0000    119.5000    98.1000     119.0000    56          3668        
5269        祥碩        751.0000    751.0000    685.0000    698.0000    767.0000    629.0000    701.0000    108         2063        
5285        界霖        37.1500     38.6000     37.1500     36.2500     39.8500     32.6500     37.9000     8           607         
5305        敦南        38.1000     38.8000     37.7500     37.5000     41.2500     33.7500     38.2500     1           387         
5471        松翰        35.5000     35.9000     34.2500     34.4000     37.8000     31.0000     34.2500     259         4602        
6202        盛群        60.0000     60.7000     59.1000     58.7000     64.5000     52.9000     59.3000     52          1678        
6239        力成        77.8000     82.3000     77.1000     75.2000     82.7000     67.7000     80.4000     347         8204        
6243        迅杰        5.9100      6.1100      5.8000      5.6500      6.2100      5.0900      5.9300      9           195         
6257        矽格        31.7000     31.8500     31.0500     30.2500     33.2500     27.2500     31.1500     131         5574        
6271        同欣電      105.0000    108.5000    104.0000    99.8000     109.5000    89.9000     105.5000    115         4946        
6415        矽力-KY     999.0000    1010.0000   958.0000    931.0000    1020.0000   838.0000    988.0000    74          1279        
6451        訊芯-KY     84.3000     84.3000     83.0000     76.7000     84.3000     69.1000     84.3000     2           1097        
6525        捷敏-KY     45.5000     46.5000     45.5000     44.8500     49.3000     40.4000     46.2000     10          382         
6531        愛普        88.7000     93.9000     86.0000     85.8000     94.3000     77.3000     87.0000     209         5632        
6533        晶心科      80.9000     82.8000     79.7000     77.0000     84.7000     69.3000     80.8000     13          676         
6552        易華電      44.8000     45.7500     44.5500     42.7000     46.9500     38.4500     45.3000     26          1350        
6573        虹揚-KY     13.8000     13.8000     13.3500     13.2500     14.5500     11.9500     13.3500     1           96          
8016        矽創        115.0000    117.0000    114.0000    110.0000    121.0000    99.0000     114.5000    122         2978        
8028        昇陽半導體  44.0500     45.5000     43.6000     42.1000     46.3000     37.9000     44.0000     54          2764        
8081        致新        102.0000    103.5000    99.2000     98.5000     108.0000    88.7000     100.0000    70          2169        
8110        華東        7.8000      7.8000      7.6000      7.2000      7.9200      6.4800      7.7400      11          1272        
8131        福懋科      31.8500     32.6000     31.0500     30.9500     34.0000     27.9000     31.7000     33          1089        
8150        南茂        26.5000     27.2000     26.4500     25.8000     28.3500     23.2500     26.5500     391         11927       
8261        富鼎        17.1000     17.8000     17.1000     16.4500     18.0500     14.8500     17.6500     23          661         
8271        宇瞻        36.0000     37.2500     35.3500     34.1000     37.5000     30.7000     36.6000     50          4120        
2301        光寶科      40.9000     41.0000     40.2000     39.3500     43.2500     35.4500     40.5000     759         8364        
2305        全友        3.7700      4.0100      3.7700      3.6500      4.0100      3.2900      4.0100      1           363         
2324        仁寶        16.9000     17.3500     16.9000     16.4000     18.0000     14.8000     17.1500     1582        23141       
2331        精英        7.9100      8.2800      7.9100      7.8200      8.6000      7.0400      8.1600      24          728         
2352        佳世達      14.8500     15.2500     14.8500     14.3500     15.7500     12.9500     14.9000     277         5710        
2353        宏碁        13.7500     14.0000     13.7500     13.5500     14.9000     12.2000     13.8500     1349        14129       
2356        英業達      22.8000     22.8000     21.6000     21.0000     23.1000     18.9000     21.6000     1459        13838       
2357        華碩        181.0000    184.0000    180.0000    178.0000    195.5000    160.5000    180.0000    496         4166        
2362        藍天        27.4500     28.0000     27.4500     27.0500     29.7500     24.3500     28.0000     69          633         
2364        倫飛        1.7100      1.7300      1.7000      1.5800      1.7300      1.4300      -           -           98          
2365        昆盈        6.6000      6.8000      6.6000      6.6000      7.2600      5.9400      6.7500      100         566         
2376        技嘉        41.1000     43.6000     40.6500     39.6500     43.6000     35.7000     43.6000     37          7745        
2377        微星        78.7000     81.2000     77.8000     76.8000     84.4000     69.2000     81.0000     198         5453        
2380        虹光        3.1500      3.1600      3.0100      3.0000      3.3000      2.7000      3.0500      3           260         
2382        廣達        60.5000     60.6000     58.6000     57.3000     63.0000     51.6000     59.6000     726         10487       
2387        精元        22.7000     23.8000     22.5500     22.1500     24.3500     19.9500     22.8500     153         4231        
2395        研華        245.5000    253.5000    245.5000    242.0000    266.0000    218.0000    248.0000    99          1073        
2397        友通        62.0000     62.6000     61.0000     59.2000     65.1000     53.3000     61.8000     2           126         
2399        映泰        7.2500      7.4500      7.2000      6.9900      7.6800      6.3000      7.3700      13          824         
2405        浩鑫        7.0000      7.2000      7.0000      6.8000      7.4800      6.1200      7.0200      50          1083        
2417        圓剛        9.0400      9.5400      9.0300      8.6800      9.5400      7.8200      9.5400      32          4533        
2424        隴華        21.0000     21.0000     20.9500     20.9500     23.0000     18.9000     -           -           4           
2425        承啟        25.5000     27.3000     25.4000     25.5000     28.0500     22.9500     26.9500     20          673         
2442        新美齊      6.3800      6.5700      6.3000      6.0300      6.6300      5.4300      6.4000      31          1255        
2465        麗臺        6.1500      6.3800      6.1500      5.9500      6.5400      5.3600      6.2000      18          153         
3002        歐格        9.0500      9.8400      9.0500      9.0400      9.9400      8.1400      -           -           127         
3005        神基        42.2500     43.8000     42.2500     41.8000     45.9500     37.6500     43.0500     62          3053        
3013        晟銘電      11.2000     11.4000     11.1500     11.0000     12.1000     9.9000      11.1500     6           275         
3017        奇鋐        29.9000     30.4000     29.1500     29.1000     32.0000     26.2000     29.5500     454         11579       
3022        威強電      32.4000     32.8000     30.5000     31.5000     34.6500     28.3500     30.6000     16          943         
3046        建碁        6.9300      6.9300      6.8600      6.5000      7.1500      5.8500      -           -           4           
3057        喬鼎        3.9000      3.9900      3.8500      3.7800      4.1500      3.4100      -           -           366         
3060        銘異        11.0500     11.1500     10.8000     10.5500     11.6000     9.5000      11.1000     57          1556        
3231        緯創        23.2000     23.2000     23.2000     21.1000     23.2000     19.0000     23.2000     92          7772        
3416        融程電      50.4000     51.5000     50.1000     50.4000     55.4000     45.4000     50.5000     2           78          
3494        誠研        3.1200      3.2600      3.1000      3.0500      3.3500      2.7500      3.2100      11          189         
3515        華擎        97.6000     102.0000    95.6000     94.5000     103.5000    85.1000     95.9000     63          3135        
3701        大眾控      11.7000     11.7000     11.7000     11.6000     12.7500     10.4500     -           -           1           
3706        神達        27.0000     27.4000     26.2500     25.8000     28.3500     23.2500     26.4500     337         15526       
3712        永崴投控    11.0500     11.2000     10.7500     10.3000     11.3000     9.2700      11.1000     15          378         
4916        事欣科      22.8000     23.2500     22.6000     21.8000     23.9500     19.6500     23.0000     5           421         
4938        和碩        54.0000     55.5000     54.0000     51.9000     57.0000     46.7500     54.9000     395         8748        
5215        科嘉-KY     55.1000     58.0000     55.1000     53.2000     58.5000     47.9000     55.4000     34          1119        
5258        虹堡        17.0000     18.0000     17.0000     16.4500     18.0500     14.8500     17.5000     11          280         
5264        鎧勝-KY     37.1500     37.7000     35.9000     36.4500     40.0500     32.8500     35.9500     113         2234        
6117        迎廣        10.8000     11.2000     10.8000     10.5000     11.5500     9.4500      10.9000     5           25          
6128        上福        25.8000     27.1500     25.8000     25.4500     27.9500     22.9500     26.5000     4           153         
6166        凌華        60.8000     63.4000     60.3000     60.1000     66.1000     54.1000     61.9000     17          836         
6172        互億        20.4000     21.0000     20.3000     20.4000     22.4000     18.4000     20.8000     17          494         
6206        飛捷        62.0000     62.5000     60.7000     60.0000     66.0000     54.0000     60.9000     9           402         
6230        超眾        231.5000    235.0000    220.0000    225.0000    247.5000    202.5000    220.0000    195         2875        
6235        華孚        7.6600      7.6600      7.3600      7.2000      7.9200      6.4800      7.4100      10          527         
6277        宏正        77.1000     78.8000     77.1000     75.8000     83.3000     68.3000     77.4000     65          290         
6414        樺漢        144.0000    144.0000    144.0000    131.0000    144.0000    118.0000    144.0000    3           864         
6579        研揚        58.9000     60.2000     58.0000     56.4000     62.0000     50.8000     58.2000     1           85          
6591        動力-KY     31.9000     33.0000     31.8000     30.8500     33.9000     27.8000     32.4000     4           513         
6669        緯穎        695.0000    707.0000    674.0000    668.0000    734.0000    602.0000    677.0000    108         2005        
8114        振樺電      69.0000     72.5000     69.0000     67.2000     73.9000     60.5000     71.6000     2           162         
8163        達方        29.7000     30.1500     29.5500     28.7000     31.5500     25.8500     29.6000     57          2242        
8210        勤誠        76.0000     77.9000     73.4000     72.9000     80.1000     65.7000     74.4000     86          2737        
9912        偉聯        5.7200      5.8000      5.6300      5.5100      6.0600      4.9600      -           -           181         
2323        中環        6.5400      6.6400      6.4200      6.2800      6.9000      5.6600      6.5000      508         13389       
2340        光磊        17.5500     17.7500     17.1500     16.6500     18.3000     15.0000     17.2500     33          2380        
2349        錸德        4.2200      4.3400      4.1800      4.0800      4.4800      3.6800      4.2000      123         6267        
2374        佳能        9.9200      10.4000     9.9200      9.8200      10.8000     8.8400      10.3000     8           272         
2393        億光        23.9000     24.7000     23.7500     22.6500     24.9000     20.4000     24.2000     53          3161        
2406        國碩        8.2500      8.6500      8.2500      7.9800      8.7700      7.1900      8.3800      55          1834        
2409        友達        6.4900      6.6800      6.4000      6.1900      6.8000      5.5800      6.5900      3888        125943      
2426        鼎元        8.9100      9.3500      8.9100      8.6800      9.5400      7.8200      9.2700      8           985         
2438        翔耀        5.7100      5.8500      5.5400      5.5000      6.0500      4.9500      5.7000      1           24          
2448        晶電        26.1000     27.2500     26.1000     25.1000     27.6000     22.6000     26.7500     326         19083       
2466        冠西電      31.6000     31.8500     31.6000     31.4000     34.5000     28.3000     31.8500     2           60          
2486        一詮        5.6700      5.8900      5.5600      5.5000      6.0500      4.9500      5.7800      8           423         
2489        瑞軒        6.4100      6.6000      6.3900      6.2900      6.9100      5.6700      6.5600      75          2508        
2491        吉祥全      7.7000      7.7000      7.6000      7.2100      7.9300      6.4900      -           -           27          
2499        東貝        5.7900      5.9800      5.7900      5.6000      6.1600      5.0400      5.8500      69          1792        
3008        大立光      3890.0000   3980.0000   3850.0000   3665.0000   4030.0000   3300.0000   3890.0000   64          1118        
3019        亞光        61.2000     63.0000     61.0000     58.9000     64.7000     53.1000     61.6000     117         4538        
3024        憶聲        6.4300      6.4900      6.3300      6.0500      6.6500      5.4500      6.3400      87          555         
3031        佰鴻        12.3000     12.9500     12.2500     12.1500     13.3500     10.9500     12.3000     35          1556        
3038        全台        15.0000     15.4000     14.9000     14.0000     15.4000     12.6000     15.1500     62          3455        
3049        和鑫        9.3000      9.4800      9.2900      9.0400      9.9400      8.1400      9.3100      300         8152        
3050        鈺德        8.5700      8.8500      8.5700      8.2600      9.0800      7.4400      8.7900      2           657         
3051        力特        2.8500      2.9800      2.8500      2.9300      3.2200      2.6400      2.8500      5           135         
3059        華晶科      17.2000     17.5000     17.2000     16.7500     18.4000     15.1000     17.2500     37          1045        
3149        正達        5.0000      5.2800      5.0000      4.9500      5.4400      4.4600      5.1200      3           437         
3356        奇偶        17.7500     17.7500     17.7500     16.1500     17.7500     14.5500     -           -           184         
3383        新世紀      4.1000      4.1000      3.9100      4.1200      4.5300      3.7100      4.1000      5           18          
3406        玉晶光      398.0000    407.5000    387.5000    371.0000    408.0000    334.0000    403.0000    603         14542       
3437        榮創        11.4000     11.6500     11.2000     10.9000     11.9500     9.8100      11.3000     13          614         
3454        晶睿        62.0000     64.0000     61.5000     60.6000     66.6000     54.6000     62.0000     4           248         
3481        群創        5.3200      5.4400      5.2500      5.0000      5.5000      4.5000      5.3000      5167        166307      
3504        揚明光      41.0000     42.8000     41.0000     38.9500     42.8000     35.1000     42.7500     27          576         
3535        晶彩科      12.2000     12.5500     12.0000     11.4500     12.5500     10.3500     12.3000     33          1164        
3557        嘉威        37.9000     39.2000     37.9000     36.9500     40.6000     33.3000     38.0500     2           268         
3563        牧德        240.0000    246.0000    231.5000    229.0000    251.5000    206.5000    231.5000    51          1892        
3576        聯合再生    4.7200      4.8200      4.6200      4.4800      4.9200      4.0400      4.7700      254         8051        
3591        艾笛森      8.3900      8.8000      8.3900      8.1700      8.9800      7.3600      8.5400      11          159         
3622        洋華        17.2000     17.8000     17.2000     16.8500     18.5000     15.2000     17.4500     4           450         
3669        圓展        20.8500     22.1500     20.8000     20.1500     22.1500     18.1500     22.1500     55          2786        
3673        TPK-KY      35.0000     36.2500     34.9500     34.0000     37.4000     30.6000     35.4500     274         6382        
3698        隆達        11.2000     11.7500     11.1500     10.8500     11.9000     9.7700      11.2500     34          1457        
4934        太極        11.3000     11.7500     11.3000     10.7000     11.7500     9.6300      11.7500     5           2088        
4935        茂林-KY     98.3000     98.3000     95.0000     89.4000     98.3000     80.5000     98.3000     7           3913        
4942        嘉彰        28.4500     28.8500     28.3500     27.7000     30.4500     24.9500     28.4500     15          698         
4956        光鋐        8.0500      8.4000      8.0500      7.9400      8.7300      7.1500      -           -           258         
4960        誠美材      4.1000      4.3800      4.1000      3.9900      4.3800      3.6000      4.3000      6           1224        
4976        佳凌        14.9000     15.8000     14.9000     14.4000     15.8000     13.0000     -           -           841         
5234        達興材料    69.2000     70.8000     68.4000     67.2000     73.9000     60.5000     68.6000     6           632         
5243        乙盛-KY     26.1000     26.5000     25.8000     25.2000     27.7000     22.7000     25.8500     9           598         
5484        慧友        6.7100      6.7300      6.6300      6.7300      7.4000      6.0600      -           -           35          
6116        彩晶        5.1800      5.2800      5.1300      4.9400      5.4300      4.4500      5.2500      1069        27153       
6120        達運        8.3800      8.6000      8.3000      7.9600      8.7500      7.1700      8.3900      30          1651        
6131        鈞泰        2.8200      3.1000      2.8200      2.8200      3.1000      2.5400      3.1000      1           20          
6164        華興        4.7100      5.0200      4.7100      4.6500      5.1100      4.1900      4.8900      50          206         
6168        宏齊        10.2500     10.5500     10.2500     10.0000     11.0000     9.0000      10.5000     9           480         
6176        瑞儀        81.2000     82.8000     79.7000     77.3000     85.0000     69.6000     79.7000     177         3831        
6209        今國光      17.2000     18.0000     17.0500     16.4500     18.0500     14.8500     17.8000     40          972         
6225        天瀚        1.6800      1.6800      1.5800      1.5800      1.7300      1.4300      -           -           9           
6226        光鼎        6.3800      6.3800      6.1600      6.1100      6.7200      5.5000      6.2200      190         1159        
6278        台表科      67.2000     69.5000     66.5000     63.2000     69.5000     56.9000     69.5000     12          8696        
6289        華上        1.4500      1.5000      1.4500      1.4300      1.5700      1.2900      -           -           8           
6405        悅城        10.3000     10.5000     10.1500     10.0500     11.0500     9.0500      10.4000     2           131         
6431        光麗-KY     18.7500     19.0500     17.6500     17.4500     19.1500     15.7500     18.5000     1           68          
6443        元晶        4.6000      4.7300      4.5300      4.3900      4.8200      3.9600      4.6300      16          1139        
6456        GIS-KY      75.3000     77.6000     75.3000     73.3000     80.6000     66.0000     76.2000     95          3444        
6477        安集        17.5000     17.6000     17.1500     17.2000     18.9000     15.5000     17.4000     25          989         
6668        中揚光      47.9000     49.7500     47.9000     46.3000     50.9000     41.7000     48.9000     25          1340        
6706        惠特        66.0000     69.8000     66.0000     64.6000     71.0000     58.2000     67.8000     17          1451        
8104        錸寶        29.0500     29.4000     28.5000     28.0000     30.8000     25.2000     28.7000     1           227         
8105        凌巨        7.6300      8.0000      7.6300      7.3600      8.0900      6.6300      7.8600      19          1772        
8215        明基材      14.3000     14.7000     13.8500     13.8500     15.2000     12.5000     13.8500     141         3699        
2314        台揚        15.2000     15.7500     14.8000     14.4500     15.8500     13.0500     15.0000     69          2766        
2321        東訊        1.2100      1.2800      1.2000      1.2100      1.3300      1.0900      1.2800      1           60          
2332        友訊        10.3000     10.6000     10.1000     10.0000     11.0000     9.0000      10.5000     560         7016        
2345        智邦        150.0000    155.5000    148.0000    144.0000    158.0000    130.0000    154.0000    498         11681       
2412        中華電      107.0000    108.5000    107.0000    107.0000    117.5000    96.3000     108.0000    1346        9771        
2419        仲琦        16.8500     17.1000     16.5000     16.1000     17.7000     14.5000     16.5500     47          934         
2439        美律        121.5000    125.0000    121.5000    117.0000    128.5000    105.5000    123.0000    169         3812        
2444        兆勁        13.5000     13.5000     13.1000     13.2000     14.5000     11.9000     13.2500     70          602         
2450        神腦        26.1000     26.8000     26.1000     26.0000     28.6000     23.4000     26.2000     10          172         
2455        全新        77.7000     80.0000     77.1000     74.0000     81.4000     66.6000     78.4000     128         3871        
2485        兆赫        12.5000     13.2000     12.4500     12.0500     13.2500     10.8500     12.9500     22          1371        
2498        宏達電      29.2000     29.6000     28.4000     28.4000     31.2000     25.6000     28.9000     409         8750        
3025        星通        13.6500     14.3500     13.6000     13.4000     14.7000     12.1000     13.8000     11          137         
3027        盛達        5.3500      5.4700      5.3200      5.3200      5.8500      4.7900      5.3600      12          227         
3045        台灣大      99.3000     102.0000    99.3000     98.7000     108.5000    88.9000     102.0000    634         5331        
3047        訊舟        6.4800      6.6600      6.3100      6.0700      6.6700      5.4700      6.4800      23          977         
3062        建漢        12.3000     12.6500     12.0500     11.8000     12.9500     10.6500     12.1000     51          2899        
3311        閎暉        19.0000     19.5000     18.7000     18.6500     20.5000     16.8000     -           -           118         
3380        明泰        15.5000     15.8500     15.5000     15.0000     16.5000     13.5000     15.5500     75          3004        
3419        譁裕        9.9000      10.2000     9.9000      9.4600      10.4000     8.5200      10.1500     10          446         
3596        智易        65.8000     68.2000     65.8000     64.0000     70.4000     57.6000     66.2000     107         4391        
3682        亞太電      5.5000      5.5100      5.3800      5.2700      5.7900      4.7500      5.4300      71          5612        
3694        海華        11.8500     12.2000     11.7000     11.3500     12.4500     10.2500     12.1000     12          207         
3704        合勤控      12.8000     12.8000     12.3500     12.2500     13.4500     11.0500     12.4500     91          2151        
4904        遠傳        61.4000     63.5000     61.4000     61.4000     67.5000     55.3000     63.4000     460         4683        
4906        正文        17.9000     18.6500     17.9000     17.4500     19.1500     15.7500     18.2500     71          2996        
4977        眾達-KY     82.5000     84.5000     80.0000     78.5000     86.3000     70.7000     81.6000     131         3758        
5388        中磊        62.0000     62.6000     61.5000     60.7000     66.7000     54.7000     61.8000     36          1534        
6136        富爾特      16.5000     16.5500     16.2000     15.5000     17.0500     13.9500     -           -           319         
6142        友勁        5.0600      5.2900      5.0500      5.0500      5.5500      4.5500      5.2200      10          706         
6152        百一        4.6500      4.6500      4.4500      4.3800      4.8100      3.9500      4.5300      2           113         
6216        居易        23.8500     24.0000     23.3500     22.4500     24.6500     20.2500     23.4000     12          108         
6285        啟碁        50.3000     52.6000     50.2000     48.3000     53.1000     43.5000     52.0000     62          2997        
6416        瑞祺電通    118.0000    123.0000    109.0000    113.5000    124.5000    102.5000    112.0000    153         6163        
6442        光聖        31.9000     32.5000     31.6500     31.8000     34.9500     28.6500     31.7000     2           22          
6674        鋐寶科技    17.5000     17.8000     17.2000     16.7000     18.3500     15.0500     17.2500     1           73          
8011        台通        10.8500     11.2000     10.8500     10.5000     11.5500     9.4500      10.9500     14          583         
8101        華冠        4.5300      4.5300      4.2500      4.2300      4.6500      3.8100      4.3300      12          700         
1471        首利        1.6700      1.6700      1.5700      1.6400      1.8000      1.4800      -           -           110         
1582        信錦        65.5000     67.0000     65.5000     64.3000     70.7000     57.9000     65.5000     91          777         
2059        川湖        293.5000    302.5000    291.0000    288.5000    317.0000    260.0000    292.0000    16          387         
2308        台達電      118.0000    119.5000    118.0000    115.0000    126.5000    103.5000    119.0000    585         8273        
2313        華通        28.4000     29.4000     28.2000     26.7500     29.4000     24.1000     29.4000     106         33905       
2316        楠梓電      24.8000     25.4000     24.5000     23.1500     25.4500     20.8500     24.8000     45          4101        
2327        國巨        290.0000    295.5000    283.0000    274.0000    301.0000    247.0000    292.0000    939         21241       
2328        廣宇        16.1500     16.6000     16.1000     15.7000     17.2500     14.1500     16.3500     121         3485        
2355        敬鵬        20.5000     21.5500     20.3500     19.6000     21.5500     17.6500     20.8500     57          3294        
2367        燿華        18.7000     19.3500     18.6000     17.7000     19.4500     15.9500     19.0500     524         15546       
2368        金像電      19.7500     20.5000     19.5500     18.8500     20.7000     17.0000     20.2000     2528        62571       
2375        凱美        27.0500     28.3500     27.0500     25.8000     28.3500     23.2500     28.3500     149         4149        
2383        台光電      105.0000    107.5000    104.0000    99.6000     109.5000    89.7000     105.5000    163         6750        
2385        群光        71.2000     74.5000     71.2000     71.1000     78.2000     64.0000     72.3000     337         3804        
2392        正崴        28.1000     28.6500     27.6500     26.8000     29.4500     24.1500     27.7000     82          3144        
2402        毅嘉        9.9900      10.6000     9.9900      9.9400      10.9000     8.9500      10.3500     22          1426        
2413        環科        9.3000      9.6000      9.3000      8.9500      9.8400      8.0600      9.5400      2           313         
2415        錩新        11.4500     11.7500     11.4500     11.2000     12.3000     10.1000     11.6500     5           175         
2420        新巨        28.5500     29.0000     28.5500     27.8000     30.5500     25.0500     28.8500     5           381         
2421        建準        29.6000     30.6000     29.6000     28.4500     31.2500     25.6500     30.0000     85          3384        
2428        興勤        71.0000     73.1000     70.5000     68.0000     74.8000     61.2000     71.7000     23          1411        
2429        銘旺科      17.0000     18.3500     17.0000     17.1500     18.8500     15.4500     17.9000     1           214         
2431        聯昌        6.6600      6.8000      6.5300      6.4000      7.0400      5.7600      6.7300      4           217         
2440        太空梭      6.8100      7.2700      6.7600      6.7500      7.4200      6.0800      -           -           121         
2456        奇力新      77.5000     79.8000     77.5000     74.0000     81.4000     66.6000     78.6000     241         7358        
2457        飛宏        5.6000      5.8100      5.6000      5.4200      5.9600      4.8800      5.7600      21          847         
2460        建通        6.6000      7.0000      6.5200      6.4600      7.1000      5.8200      6.7000      5           164         
2462        良得電      24.7000     24.9000     24.1500     24.6500     27.1000     22.2000     24.6000     4           76          
2467        志聖        25.0000     25.7500     25.0000     24.4500     26.8500     22.0500     25.2500     14          1035        
2472        立隆電      27.4000     27.9000     27.0500     25.4500     27.9500     22.9500     27.5500     6           464         
2476        鉅祥        18.8000     19.0000     18.6000     17.7500     19.5000     16.0000     18.8000     16          255         
2478        大毅        54.0000     54.6000     52.6000     50.9000     55.9000     45.8500     53.6000     297         7390        
2483        百容        15.9000     16.1000     15.8000     15.3500     16.8500     13.8500     15.9000     1           105         
2484        希華        15.5500     15.9000     15.5000     15.2500     16.7500     13.7500     15.5500     36          899         
2492        華新科      166.5000    169.5000    160.5000    159.0000    174.5000    143.5000    164.0000    908         19880       
2493        揚博        26.3000     26.3000     26.1500     23.9500     26.3000     21.6000     26.3000     1           1246        
3003        健和興      29.0000     29.7000     28.4000     28.0500     30.8500     25.2500     28.7000     12          1271        
3011        今皓        4.3800      4.5600      4.2500      4.1900      4.6000      3.7800      4.5300      10          200         
3015        全漢        18.0500     18.3000     17.9500     17.8500     19.6000     16.1000     18.2000     14          518         
3021        鴻名        11.1000     11.1000     10.9000     10.8500     11.9000     9.7700      10.9500     6           92          
3023        信邦        116.5000    118.5000    114.0000    108.0000    118.5000    97.2000     118.5000    4           2337        
3026        禾伸堂      87.9000     90.3000     87.2000     83.8000     92.1000     75.5000     88.5000     129         4538        
3032        偉訓        22.3500     23.2000     22.3500     22.2000     24.4000     20.0000     22.8000     2           146         
3037        欣興        30.5000     31.4000     30.3000     28.6000     31.4500     25.7500     31.1000     1766        49990       
3042        晶技        42.0000     43.3500     41.6500     41.1000     45.2000     37.0000     42.2500     213         7957        
3044        健鼎        90.0000     92.0000     89.5000     83.7000     92.0000     75.4000     92.0000     13          2975        
